,id,coco_url,caption_0,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6
3796,441442,http://images.cocodataset.org/val2017/000000441442.jpg,A young girl rides her horse in the middle of a course.,The person is riding a horse in the pen.,a man is riding a brown horse down a green field,A professional rider is riding a horse outside,a girl in full riding gear riding a brown horse,,
3797,441468,http://images.cocodataset.org/val2017/000000441468.jpg,a red and black fire hydrant sitting next to a crosswalk,A red fire hydrant is on a crosswalk intersection.,A red fire hydrant on the right side of a road. ,a fire hydrgen that is next to a street,A red fire hydrant sitting on the side of a road.,,
3798,441491,http://images.cocodataset.org/val2017/000000441491.jpg,Three women simultaneously take a bite of pizza.,Three girls share a bite of pizza clowning for the camera.,Three beautiful young ladies eating one slice of pizza.,Two girls that appear to be sharing food while another looks on.,Three women are taking a bite out of the same piece of pizza.,,
3799,441543,http://images.cocodataset.org/val2017/000000441543.jpg,A group of people on a bust street area with one person holding a multicolored umbrella over head.,A woman holding a multiple colored umbrella in a crowd of people.,A beautiful red haired woman holding a colorful umbrella.,A group of people with one person holding up a huge different color umbrella. ,A woman with a large umbrella in a busy square. ,,
3800,441553,http://images.cocodataset.org/val2017/000000441553.jpg,A crows of people standing outside of a train.,A crowd of people stand beside a train,A lot of people that are outside in the dark.,people standing on a platform next to a train at night ,A group of people standing on a sidewalk with a train going by.,,
3801,441586,http://images.cocodataset.org/val2017/000000441586.jpg,A man on a piece of equipment resembling a bicycle that has very large wheels.,"MAN ON A CONTRAPTION, SURROUNDED BY A BICYCLE AND ANOTHER PERSON",a person riding a two thick wheeled bike on sand ,A man on a beech vehicle making his way thru the sand.,A man standing on a vehicle with two large wheels.,,
3802,442009,http://images.cocodataset.org/val2017/000000442009.jpg,a bathroom with a bath tub near windows,A bathroom with a bathtub and a sink overlooking a blue ocean.,A bathroom scene complete with a cast iron style tub.,A bathroom scene is shown with a tub and counter.,A bathroom with a big white tub with legs.,,
3803,442161,http://images.cocodataset.org/val2017/000000442161.jpg,Three people standing around drinking wine together ,three people pose with wineglasses held up to their faces,A group of people tasting wine at a bar. ,Three individuals are at a restaurant and drinking wine.,Three people pose for a picture while drinking wine,,
3804,442306,http://images.cocodataset.org/val2017/000000442306.jpg,A young child who is holding an umbrella.,A little girl standing in a forest holding a black umbrella.,A girl in a jacket and boots with a black umbrella.,"a small child standing on a rock outdoors in a forest wearing a raincoat, rain boots and an umbrella.",a close up of a young child holding an open umbrella,,
3805,442323,http://images.cocodataset.org/val2017/000000442323.jpg,A television on a dresser in what appears to be a hotel room.,a hotel room with a little desk in the corner of the room. ,A hotel room with television and desk in the corner.,A hotel has a small tv on the dresser.,A hotel room with a small television and a work desk.,,
3806,442456,http://images.cocodataset.org/val2017/000000442456.jpg,A man sits on the tires of a car that rests on the ground. ,a man in a red shirt sitting on the tire of a broken down truck,A low ride pickup truck with no bed and a man sitting on the rear tire.,A man in red shirt looking at cellphone next to white truck.,Man in red shirt and black pants standing next to white flatbed truck cab next to a set of new tires.,,
3807,442463,http://images.cocodataset.org/val2017/000000442463.jpg,Young person on the street skateboarding wearing a helmet.,There is a young skateboarder riding his board,A child in a helmet and safety pads riding a skateboard.,A kid is riding down the street on a skateboard.,A young kid in elbow and knee pads riding a skateboard.,,
3808,442480,http://images.cocodataset.org/val2017/000000442480.jpg,A turboprop airplane that is in the hangar for repair. ,THERE IS AN AIR PLANE THAT IS PARKED ON THE TARP,a twin propeller plane sits parked on a run way ,an airplane parked in the dark on a runway,A prop plane parked at an airport with support vehicles around it.,,
3809,442661,http://images.cocodataset.org/val2017/000000442661.jpg,A very large stuffed giraffe posed looking out a window.,A plush giraffe is posed to look out a window. ,The stuffed giraffe is looking out the high rise window.,a giraffe stares out of a glass window ,A tall giraffe sitting next to a window.,,
3810,442746,http://images.cocodataset.org/val2017/000000442746.jpg,A girl on the ground ready to throw her frisby.,a woman on some grass is throwing a green frisbee,A girl is playing in a grassy area.,A woman standing on a lush green park holding a green frisbee.,A young woman is preparing to throw a green Frisbee.,,
3811,442822,http://images.cocodataset.org/val2017/000000442822.jpg,Empty boats docked on the water in a harbor.,Several boats in the water docked at a marina.,Many boats anchored on docks in the harbor.,Boats floating in rows at the dock in the river,Several rows of boats docked on a body of water.,,
3812,442836,http://images.cocodataset.org/val2017/000000442836.jpg,older man tries to block younger man's frisbee throw,A group of people playing a game of frisbee.,He is ready to block the flight of that Frisbee.,A person trying to throw a frisbee and another trying to block the throw.,Two grown men and a young child playing frisbee in a field,,
3813,442993,http://images.cocodataset.org/val2017/000000442993.jpg,A large clock tower towering over a city glowing brightly at night.,The back row of buildings of residences at night.,A group of buildings with clock tower and trees in night sky.,A church steeple is lit above houses lining a shore.  ,A row of attached buildings situated by a river.,,
3814,443303,http://images.cocodataset.org/val2017/000000443303.jpg,A cat laying on clothes that are in a suitcase. ,A view of a cat lying in a open suitcase.,A cat is laying in an open suitcase on top of some clothes.,An orange and white cat laying on top of a bag of luggage.,A cat that is laying in a piece of luggage. ,,
3815,443426,http://images.cocodataset.org/val2017/000000443426.jpg,A man seated in a tie and glasses.,A guy in a suit and tie is posing for the camera. ,A man sits in a chair with his legs crossed and hands folded.,Man in shirt and tie leaning back in chain in office.,The man is sitting down posing for a picture.,,
3816,443498,http://images.cocodataset.org/val2017/000000443498.jpg,A large city bus driving down a street.,A bus parks behind a cone in a large building. ,Black and white photo of a commuter bus in a warehouse,A passenger bus drives through a street at night. ,A public bus parked in a bus station at night.,,
3817,443844,http://images.cocodataset.org/val2017/000000443844.jpg,a skateboarder in a white shirt is doing a trick,A man riding a skateboard on top of a wooden bench.,A man in white shirt doing a trick on a skateboard.,"A man in a black hat, white shirt and black pants jumping a skateboard off a bench. ",a person riding a skate board on a bench,,
3818,443969,http://images.cocodataset.org/val2017/000000443969.jpg,A small child stands in a shopping cart with an umbrella.,A baby girl standing in a shopping cart holding an umbrella.,A little girl inside of a shopping cart.,A GIRL IS IN A GROCERY CART ,A little girl is riding in a shopping cart while holding her umbrella.,,
3819,444142,http://images.cocodataset.org/val2017/000000444142.jpg,A person holding a tennis racket in their hand.,A young man preparing to serve during a tennis match.,A man throws a tennis ball into the air to serve it,A man holding a tennis racquet on top of a tennis court.,a male tennis player in a red shirt playing tennis,,
